0.000000	1.798404	7.858760	19.229985	33.009112	52.858723	83.603539	121.353908	82.342792	164.708756	203.441646	210.092453	115.269346	180.746806	101.342539	182.252895	61.590655	0.951811	0.844903	0.980439	0.919482	0.815135	0.825878	0.909028	5067.159458	4732.606714	36.602727	979.737819	984.798894	80.126878	1639950065.298886	0.000000
1.000000	3.560358	16.054582	31.179341	43.490147	65.197169	106.795455	105.532888	60.891452	69.512641	22.393462	-16.471049	-90.375100	-109.231316	-84.472089	-133.731110	-117.452298	0.850663	0.802925	0.863555	0.835248	0.806761	0.830360	0.962597	4605.860152	5036.746960	36.597822	1001.519379	988.565075	95.197433	1639950065.302886	0.000000
2.000000	5.265309	19.431156	43.333680	65.680692	56.835259	51.135107	20.690706	-32.042656	-47.691559	-113.127349	-201.967393	-84.562798	-100.720829	-110.038656	12.049952	114.092400	0.804579	0.908589	0.907588	0.899233	0.811335	0.830577	0.965493	5471.220395	4951.838164	36.591463	933.535549	1021.170206	93.935162	1639950065.306886	0.000000
3.000000	6.499975	26.053215	38.436726	47.266114	36.115466	-10.217584	-83.703547	-95.094099	-160.194205	-91.988039	-43.946978	61.300354	145.735399	296.813646	227.870680	145.116276	0.899844	0.837023	0.843334	0.931884	0.872493	0.948330	1.054666	5470.100364	5422.537497	36.602497	1057.414080	1024.936581	84.155976	1639950065.310886	0.000000
4.000000	8.632972	24.681640	42.361196	29.074171	-14.262882	-59.328751	-79.454300	-86.845644	-28.997790	75.936237	93.950898	83.254721	46.335393	-2.038482	-93.297585	-364.458884	0.858741	0.877646	0.847513	0.991644	0.861570	0.865308	1.062051	4990.179203	5006.312241	36.593593	930.851494	910.180555	94.780494	1639950065.314886	0.000000
5.000000	9.898858	28.963293	30.338655	-1.159647	-63.106426	-76.160598	-46.658470	7.630879	55.178589	125.434064	128.529511	-46.533099	-114.760441	-142.208481	-150.501958	63.985992	0.865223	0.805930	0.879944	0.881042	0.878473	0.998709	0.978561	5114.801735	5104.800419	36.597682	951.059652	931.608208	80.243690	1639950065.318886	0.000000
6.000000	11.252482	29.050817	14.407008	-26.132157	-56.732354	-50.399857	22.563399	102.930869	123.122007	33.383592	-131.978814	-108.103705	-94.052282	24.763798	348.475962	95.299208	0.925177	0.868322	0.962982	0.834808	0.891799	0.823821	1.066576	4780.794902	4613.853431	36.608321	1015.581582	979.925726	90.142268	1639950065.322886	0.000000
7.000000	12.208811	23.166875	1.059687	-47.457706	-58.183029	-0.088499	105.739647	94.863415	-1.685811	-132.221693	-71.996949	11.647396	155.250075	257.036509	-23.097476	-250.259530	0.894119	0.942372	0.940583	0.886287	0.816365	0.894691	1.019254	4697.797621	5051.625417	36.602125	1050.726724	971.162028	95.949659	1639950065.326886	0.000000
8.000000	12.826527	20.149953	-13.001417	-50.976729	-32.385070	41.673020	106.204489	2.832032	-118.023349	-115.311745	84.890216	239.853988	117.984594	-55.747730	-277.383596	-1.128680	0.885181	0.998453	0.857788	0.850120	0.812446	0.802909	0.918545	4939.244339	5199.480388	36.594737	997.168750	1030.556772	81.075085	1639950065.330886	0.000000
9.000000	13.851229	15.395008	-31.614490	-41.592412	14.293649	69.438792	34.351861	-73.725845	-64.443842	35.688965	200.327651	11.787607	-118.329320	-83.825316	191.543164	252.570326	0.821664	0.922666	0.862152	0.906496	0.988511	0.871351	0.958868	5073.327106	5357.064787	36.609128	1029.569734	1026.286949	80.838161	1639950065.334886	0.000000
10.000000	13.949535	8.609897	-36.486717	-33.322437	61.951994	52.626693	-63.587950	-80.943693	39.085526	135.075934	0.543707	-208.219121	-36.703987	242.426739	99.569665	-261.329234	0.949143	0.807705	0.991611	0.966445	0.862169	0.897807	1.010935	4811.850834	5428.624501	36.598502	1010.607005	1024.689431	96.172935	1639950065.338886	0.000000
11.000000	13.446244	2.191668	-37.541206	-5.865725	58.946992	8.044360	-117.425656	-13.618077	148.425190	15.546202	-115.992200	-38.787898	78.574397	41.146060	-348.983936	-79.823127	0.868966	0.999755	0.878994	0.874586	0.984690	0.994512	1.092184	5115.452305	5357.203792	36.601849	1049.475714	1067.504230	80.295713	1639950065.342886	0.000000
12.000000	14.053619	-5.159226	-40.450798	17.877642	51.550693	-43.127744	-51.107803	106.990063	82.816317	-65.887665	-77.423120	96.949964	36.348034	-333.323568	9.030752	272.088778	0.832878	0.817221	0.912760	0.930450	0.897776	0.974290	1.063411	4809.323319	5115.593530	36.597214	1006.759730	1046.747612	81.475647	1639950065.346886	0.000000
13.000000	14.089774	-11.707597	-29.806840	37.187178	34.649780	-72.587643	5.084677	112.340714	-61.881260	-150.891096	72.472034	54.257010	-83.467427	21.000433	182.036751	-71.143131	0.969345	0.917399	0.963456	0.999900	0.859089	0.913234	0.935354	5398.250989	4511.655817	36.605094	934.495354	905.885917	97.371729	1639950065.350886	0.000000
14.000000	13.149612	-18.260833	-23.045579	49.363066	-17.122535	-61.682056	92.548139	36.084356	-75.266661	53.053672	137.154192	-93.482971	-5.207431	254.914589	-229.901625	-85.656343	0.950399	0.889905	0.858265	0.812635	0.997890	0.910950	0.929478	5162.466094	4709.081078	36.609995	1075.446441	940.886021	94.250706	1639950065.354886	0.000000
15.000000	13.097362	-22.196856	-5.696585	60.956689	-47.809430	-16.629515	76.888941	-47.626904	-51.698538	137.224352	-97.435541	-107.819454	284.539530	-158.803174	-100.901325	85.836526	0.984966	0.814297	0.820794	0.868399	0.804385	0.807820	1.057398	5165.399381	5378.822183	36.608608	944.223850	1026.616813	81.869306	1639950065.359362	0.000000
16.000000	12.063282	-25.351108	9.408555	40.441578	-82.175534	48.602034	52.389832	-132.083415	114.723235	17.097162	-136.084137	176.495515	-18.920720	-115.989497	193.074408	-36.920450	0.944154	0.989960	0.993827	0.870356	0.834434	0.981079	0.909521	5155.108877	5316.682694	36.608154	911.495086	1003.802130	98.395566	1639950065.363362	0.000000
17.000000	10.524046	-27.967482	24.714695	14.837077	-76.777955	72.946408	-38.557607	-35.500190	77.281300	-67.881967	46.420480	82.601410	-164.774797	116.845326	-24.187316	-278.378637	0.866304	0.867794	0.857005	0.836946	0.868628	0.847793	1.028776	4768.851776	5437.571772	36.594598	914.647427	919.809438	99.914639	1639950065.367362	0.000000
18.000000	9.623808	-26.902788	30.989480	-14.797733	-31.614740	84.701997	-72.811648	65.210839	11.777124	-102.071370	220.893012	-155.466583	44.088716	43.421213	-115.086357	48.120258	0.940633	0.999866	0.822178	0.933965	0.931703	0.907231	0.916207	5080.135751	5052.238048	36.602171	990.717002	937.915106	93.315661	1639950065.371362	0.000000
19.000000	8.259143	-24.195439	36.511130	-34.900273	16.002727	24.250876	-59.815681	87.616986	-61.603414	74.631720	14.614470	-77.193072	254.149156	-143.385532	168.843526	-19.041981	0.831961	0.890628	0.882416	0.937779	0.904238	0.970572	1.093607	5027.454452	4830.447172	36.597017	1046.637466	954.886148	81.517507	1639950065.375362	0.000000
20.000000	6.488162	-24.280769	38.524409	-64.890536	58.375099	-37.624036	-7.368595	69.789960	-124.227746	87.335513	-197.305585	93.625728	-97.362846	-25.396079	157.638620	-269.595393	0.953553	0.925382	0.866971	0.860158	0.862339	0.859096	1.073234	4618.517380	4588.744166	36.606856	934.512513	1053.141386	86.946962	1639950065.379362	0.000000
21.000000	5.376101	-18.644572	31.912227	-57.958596	58.873087	-99.500800	48.442601	-37.599789	21.833457	23.283122	-113.684247	166.141142	-221.647358	314.262942	-238.521428	110.012573	0.996730	0.982092	0.855045	0.881108	0.816518	0.923615	1.000423	5345.404621	4902.067765	36.602053	931.332157	969.378700	90.999580	1639950065.383362	0.000000
22.000000	3.623180	-11.706462	27.998399	-36.725866	48.578959	-95.511769	81.250016	-82.193506	75.263869	-146.314694	118.132020	-158.328027	132.068696	-83.461110	21.472348	29.719262	0.828443	0.808992	0.978838	0.836744	0.946854	0.869798	1.086977	4892.876442	4607.841180	36.595493	988.410843	901.872991	97.929453	1639950065.387362	0.000000
23.000000	1.796314	-6.055870	9.986414	-21.224696	34.676203	-30.023822	47.279845	-88.260995	65.907155	-90.643307	144.851808	-66.234603	249.989066	-107.243417	205.376013	-239.670947	0.898648	0.876855	0.871157	0.993613	0.825700	0.916155	1.033830	5433.733728	5210.925087	36.604214	953.182188	921.925005	85.208553	1639950065.391362	0.000000
24.000000	-0.000000	1.420002	-4.722968	8.459938	-12.708250	23.384921	-23.470136	51.178645	-40.104676	76.497582	-73.522861	137.309826	-124.066607	77.096743	-160.193768	73.237843	0.826533	0.837179	0.850792	0.807284	0.886038	0.813525	1.099030	5293.081906	5228.843810	36.602392	977.097536	1097.986079	88.472551	1639950065.395362	0.000000
25.000000	-1.752494	8.026103	-21.057750	37.582179	-62.562876	59.097089	-119.955572	128.267330	-118.817027	138.022902	-127.296099	69.660083	-156.412518	44.687533	-61.537161	136.782555	0.908111	0.966779	0.835558	0.800991	0.983229	0.804331	1.063817	4755.558500	5367.678360	36.590406	1006.620026	914.705271	99.299174	1639950065.399362	0.000000
